Name,Team,Nat,Age,Pos,Height,Weight,Apps(Subs),Mins,Goals,Assists,Yel,Red,SpG,PS%,AerWon,MoM,Tackles,Inter,Fouls,OffW,Clear,DrbPast,Blocks,OwnG,KeyP,Drb,Fouled,Off,Disp,UnsT,AvgP,Crosses,LongB,ThrB,Rat,Season
Jordan Henderson,LFC,eng,30,M(CLR),182,67,15(2),1293,2,3,1,-,1.5,79.1,1.2,-,2.4,1.3,0.6,0.1,1,1,0.1,-,1.1,0.5,0.5,0.2,0.7,0.8,55.2,0.7,4.6,0.1,7.14,2015_2016
Daniel Sturridge,LFC,eng,31,"M(R),FW",188,76,11(3),980,8,1,-,-,3.4,78.2,0.4,1,0.2,0.2,0.1,-,0.3,0.2,-,-,0.5,0.9,0.9,0.5,2.3,1.5,22.6,0.1,0.9,0.1,7.12,2015_2016
Lucas Leiva,LFC,br,33,"D(C),M(C)",179,74,21(6),1953,-,1,8,-,0.3,83.4,2.3,1,4,1.9,1.8,0.1,1,1.4,0.3,-,0.8,0.5,0.7,-,0.7,0.5,55,-,3.1,0.1,7.08,2015_2016
Adam Lallana,LFC,eng,32,AM(CLR),172,73,23(7),2113,4,6,2,-,1.5,82.4,0.8,1,2,0.7,0.9,-,1.2,1.1,0.1,-,1.7,1.4,1,0.5,1.9,1.6,33,0.4,0.8,0.2,7.08,2015_2016
Mamadou Sakho,LFC,fr,30,D(C),187,83,21(1),1855,1,-,1,-,0.3,87.9,3.4,-,1.4,1.7,0.4,0.4,6.2,0.3,1,-,0.2,0.4,0.6,-,0.5,0.5,56.5,-,3.1,-,7.07,2015_2016
Alberto Moreno,LFC,es,28,"D(L),M(L)",171,65,28(4),2548,1,4,3,-,1.1,81.3,0.4,3,2.9,2,0.9,-,1.5,1,0.2,-,1.9,0.5,0.7,0.2,0.9,0.6,41.4,1.1,2.7,-,7.05,2015_2016
Emre Can,LFC,de,26,"D(CLR),DMC",186,86,28(2),2493,1,-,9,-,1,81.3,1.5,1,2.6,2.1,1.2,0.1,1.4,1.3,0.3,-,1.1,1.3,1,0.2,1.3,1,59.8,-,3.7,0.1,7.05,2015_2016
Dejan Lovren,LFC,hr,31,D(C),188,84,22(2),1898,-,-,2,-,0.9,84.6,3.3,1,1.4,1.5,1,0.4,6.4,0.6,0.6,-,0.3,-,0.5,-,-,0.3,43.8,-,3.3,-,6.97,2015_2016
Kevin Stewart,LFC,eng,27,DMC,181,73,6(1),564,-,-,1,-,0.7,88,0.7,-,2.7,2.1,1.3,-,2,0.7,0.3,-,0.6,0.4,2.3,-,1.3,1.4,64.4,-,3,-,6.94,2015_2016
Martin Skrtel,LFC,sk,35,D(C),191,81,21(1),1886,1,-,5,-,0.5,85.3,2.6,-,1,1.9,1,0.7,6.7,0.2,0.9,1,0.2,0.1,0.3,-,-,0.2,53.4,-,2.5,-,6.93,2015_2016
Joe Gomez,LFC,eng,23,D(CLR),188,77,5,438,-,1,3,-,0.2,78.8,1.8,-,2.4,2.4,1.8,-,3.6,0.6,0.6,-,0.6,0.4,0.2,-,1.6,0.4,44.4,0.2,1.8,-,6.86,2015_2016
Christian Benteke,LFC,be,29,FW,190,83,14(15),1520,9,3,2,-,2.1,66.1,4.4,3,0.3,-,1,-,0.4,0.1,-,-,1.1,0.5,0.9,0.6,1.1,1.7,17.7,-,0.4,-,6.83,2015_2016
Nathaniel Clyne,LFC,eng,29,"D(LR),M(R)",175,67,33,2970,1,-,6,-,0.9,78.6,0.3,-,2.5,1.6,0.6,0.3,1.7,0.5,0.2,-,0.7,0.7,0.8,-,0.9,0.7,45.8,0.3,1.8,-,6.79,2015_2016
Kolo Touré,LFC,ci,39,D(C),183,74,9(5),859,1,-,1,-,0.3,81.5,0.6,-,1.6,1.8,0.1,0.7,3.2,0.4,0.2,-,0.1,0.5,0.1,-,-,0.1,33.2,-,1.6,-,6.76,2015_2016
Danny Ward,LFC,wls,27,GK,191,88,2,180,-,-,-,-,-,53.1,0.5,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,24.5,-,4,-,6.74,2015_2016
Cameron Brannagan,LFC,eng,24,DMC,180,71,1(2),112,-,-,-,-,0.3,95.1,-,-,1.7,1.3,-,-,-,1.3,0.3,-,1,0.7,-,-,0.7,-,40.7,0.7,1.3,-,6.71,2015_2016
Jon Flanagan,LFC,eng,27,D(LR),181,79,5,421,-,1,1,-,-,83.8,1.4,-,2.2,1.8,1.4,0.2,3.4,2.6,0.4,-,0.4,0.4,0.2,-,0.8,0.8,50.6,0.2,1,-,6.69,2015_2016
Sheyi Ojo,LFC,eng,23,AM(LR),177,64,5(3),397,-,3,-,-,0.6,87.1,0.3,-,1.1,0.3,0.4,-,0.1,0.4,-,-,1.5,1.6,1,-,1.3,1.5,17.4,0.5,0.4,-,6.66,2015_2016
Divock Origi,LFC,be,25,"AM(LR),FW",185,75,7(9),669,5,1,-,-,1.5,75,0.4,-,0.3,-,0.7,-,0.1,0.3,-,-,0.6,0.9,0.8,0.6,1.6,1.5,10.3,0.2,-,-,6.63,2015_2016
Jordon Ibe,LFC,eng,24,M(CLR),176,81,12(15),1172,1,2,-,-,1.1,84.8,0.1,1,0.4,-,0.4,-,-,0.3,-,-,0.7,2.3,0.5,-,1.3,1,17.7,0.4,0.4,0.1,6.59,2015_2016
Joe Allen,LFC,wls,30,M(C),168,62,8(11),736,2,1,-,-,0.6,84.1,0.2,-,1.5,0.7,0.7,0.1,0.4,0.7,0.1,-,0.6,0.4,1.1,-,0.7,0.5,21.5,0.1,1,0.1,6.57,2015_2016
Danny Ings,LFC,eng,28,"AM(C),FW",178,73,3(3),340,2,-,1,-,1.7,76.3,0.5,-,0.2,0.2,1.2,-,0.3,-,-,-,0.8,0.3,0.8,0.3,0.5,1.3,13.3,0.2,0.5,0.2,6.54,2015_2016
Simon Mignolet,LFC,be,32,GK,193,87,34,3060,-,-,2,-,-,60.6,0.1,-,-,0.1,-,-,0.8,-,-,-,-,0.1,0.1,-,-,-,23.6,-,5.6,-,6.52,2015_2016
Jordan Rossiter,LFC,eng,23,M(C),178,68,0(1),14,-,-,-,-,-,80,-,-,1,1,-,-,1,2,-,-,-,-,-,-,-,-,5,-,-,-,6.35,2015_2016
Brad Smith,LFC,au,26,D(L),178,70,3(1),285,-,-,1,1,0.3,76.6,0.5,-,2.8,0.8,1.8,-,3,0.5,0.3,-,0.5,1,1.3,-,1.5,0.8,26.8,1,1.3,-,6.33,2015_2016
Connor Randall,LFC,eng,25,D(R),180,76,2(1),163,-,-,-,-,0.7,73.2,0.7,-,1,1,0.7,-,-,0.3,0.3,-,0.3,-,0.7,-,0.7,1.3,27.3,-,1.7,-,6.24,2015_2016
Sergi Canós,LFC,es,23,M(LR),177,75,0(1),9,-,-,-,-,-,80,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,6.16,2015_2016
João Teixeira,LFC,pt,27,AM(CLR),167,64,0(1),3,-,-,-,-,-,100,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,3,-,-,-,6.11,2015_2016
Steven Caulker,LFC,eng,28,D(C),191,76,0(3),4,-,-,-,-,0.3,44.4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,6.06,2015_2016
Adam Bogdan,LFC,hu,33,GK,194,92,2,180,-,-,-,-,-,46.2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,19.5,-,5.5,-,5.60,2015_2016
Pedro Chirivella,LFC,es,23,DMC,178,66,1,46,-,-,-,-,-,72.7,-,-,-,-,-,-,1,-,-,-,-,-,-,-,2,1,33,-,2,-,5.31,2015_2016
Willian,CFC,br,32,AM(CLR),175,77,29(7),2605,9,7,4,-,2,82.7,0.3,4,1.3,0.6,0.5,-,0.2,0.8,-,-,2.1,1.8,1.3,0.1,0.8,1.7,39.9,1.4,1.8,0.1,7.31,2019_2020
Marcos Alonso,CFC,es,29,"D(CL),M(L)",188,84,15(3),1433,4,2,4,-,1.7,82.6,2.3,1,1.6,1.1,0.9,0.2,1.4,1.1,0.1,-,1.4,0.7,0.8,0.1,0.6,1.8,50.4,1.1,1.4,0.1,7.30,2019_2020
Christian Pulisic,CFC,us,22,M(CLR),172,69,19(6),1727,9,4,-,-,2.5,79.9,0.8,4,0.9,0.2,0.6,-,0.3,0.7,-,-,1.2,2.2,1.2,0.1,2.5,2.1,26.7,0.2,0.8,-,7.18,2019_2020
César Azpilicueta,CFC,es,31,"D(CLR),M(R)",178,76,36,3230,2,6,1,-,0.8,80.7,2.6,2,2.4,1.9,1.1,0.1,2.3,0.9,0.6,-,1.3,0.3,0.4,0.1,0.4,0.8,67.6,0.8,2.2,-,7.12,2019_2020
Mateo Kovacic,CFC,hr,26,M(CL),178,78,23(8),2073,1,3,8,-,0.7,89.7,0.3,1,2,0.7,0.6,-,0.5,1.3,-,-,0.9,2.5,1.2,-,0.9,1,60.3,-,3,0.1,6.94,2019_2020
Mason Mount,CFC,eng,21,AM(CLR),178,70,32(5),2875,7,5,3,-,2.1,85.7,0.3,2,1,0.4,1,-,0.5,0.9,0.1,-,1.4,1.1,1,0.1,1.4,2.2,33.5,0.9,0.7,0.1,6.91,2019_2020
Kurt Zouma,CFC,fr,26,D(CR),190,96,25(3),2344,-,-,6,-,0.5,88.5,3.8,1,0.8,2.1,1.1,0.4,4,0.3,0.5,1,-,0.3,0.5,-,0.2,0.4,74.3,-,5,-,6.91,2019_2020
Tammy Abraham,CFC,eng,23,FW,190,80,25(9),2221,15,3,2,-,2.6,66.8,2.6,4,0.2,0.2,0.5,-,0.8,0.3,0.1,1,0.6,0.5,0.7,0.7,1.2,2.2,12,0.1,0.2,-,6.91,2019_2020
Reece James,CFC,eng,20,"D(R),DMC,M(R)",182,82,16(8),1514,-,2,1,-,0.8,85.9,1.5,1,1.5,0.9,0.9,0.1,0.9,0.8,0.3,-,1,1.3,0.9,-,0.9,0.7,42.3,1.1,1.7,-,6.90,2019_2020
N'Golo Kanté,CFC,fr,29,DMC,168,68,20(2),1733,3,-,4,-,0.8,84.9,0.9,-,2,2,2,-,1.4,0.9,0.2,-,1.2,1.1,0.5,-,1.3,1.5,51.5,0.5,1.8,-,6.90,2019_2020
Olivier Giroud,CFC,fr,34,FW,192,93,12(6),1000,8,-,1,-,2.2,68.2,2.8,1,0.4,0.1,0.9,-,0.7,0.6,0.1,-,0.4,0.2,0.5,0.5,0.4,0.8,16.6,-,-,0.1,6.89,2019_2020
Fikayo Tomori,CFC,eng,22,D(CR),185,75,15,1293,1,-,3,-,0.5,87.4,2.3,-,1.9,1.5,0.5,0.4,2.8,0.3,0.5,-,0.3,0.6,0.4,0.1,0.3,0.7,76.7,0.1,2.8,0.1,6.88,2019_2020
Jorginho,CFC,it,28,DMC,180,65,27(4),2384,4,2,10,-,0.4,88.4,0.5,2,2.1,2.1,0.9,-,0.8,1.8,0.2,-,0.7,0.4,1,-,0.7,0.6,72.8,-,4.3,0.2,6.85,2019_2020
Ross Barkley,CFC,eng,26,M(CLR),189,76,13(8),1104,1,4,-,-,1.9,89,0.6,2,0.8,0.3,0.4,-,0.3,0.6,0.1,-,1.1,1.3,0.7,-,1.6,1.2,29.4,0.1,1.9,0.2,6.84,2019_2020
Pedro,CFC,es,33,M(CLR),169,65,8(3),662,1,1,1,-,2,83.2,0.3,-,1.4,0.8,0.7,-,0.1,1.1,-,-,1.5,1.1,1,-,0.8,1.6,28.6,0.3,0.9,0.3,6.78,2019_2020
Antonio Rüdiger,CFC,de,27,D(CR),190,85,19(1),1711,2,-,3,-,0.6,86.8,2.9,1,1.4,0.8,1,0.3,2.8,0.5,0.5,1,0.3,0.2,0.4,-,0.2,0.3,74.6,0.1,5.7,-,6.77,2019_2020
Andreas Christensen,CFC,dk,24,"D(C),DMC",188,78,21,1754,-,-,5,-,0.3,91.4,3.3,-,1.8,1.4,0.8,0.4,2.7,0.3,0.4,-,0.2,0.2,0.5,-,-,0.2,62.2,-,2.5,0.1,6.75,2019_2020
Emerson,CFC,it,26,"D(L),M(L)",176,63,13(2),1026,-,-,3,-,0.9,85.1,1.1,1,1.5,1.2,0.3,0.2,0.9,0.3,0.1,-,1.3,0.8,1.1,0.1,0.5,1.1,47.9,0.9,1.5,-,6.71,2019_2020
Tariq Lamptey,CFC,eng,20,M(R),0,0,0(1),31,-,-,-,-,-,100,-,-,2,-,-,-,-,-,-,-,1,-,1,-,-,-,7,-,-,-,6.59,2019_2020
Callum Hudson-Odoi,CFC,eng,19,AM(LR),182,76,7(15),852,1,5,1,-,1,85.9,0.1,-,0.5,0.2,0.5,-,0.2,0.3,-,-,0.9,1.2,0.6,0.1,0.8,1.3,18.7,0.8,1.3,-,6.56,2019_2020
Willy Caballero,CFC,ar,39,GK,186,81,5,450,-,-,-,-,-,72.8,0.4,-,-,-,-,-,0.8,-,-,-,-,-,-,-,-,-,29.4,-,6.2,-,6.37,2019_2020
Kepa Arrizabalaga,CFC,es,26,GK,189,84,33,2970,-,-,-,-,-,79.7,0.2,-,-,-,-,-,0.4,-,-,-,-,-,0.2,-,-,-,28.4,-,4,-,6.36,2019_2020
Billy Gilmour,CFC,sct,19,M(C),166,60,2(4),192,-,-,-,-,0.2,90.1,0.3,-,0.8,0.5,0.5,-,0.3,0.3,-,-,0.7,0.3,0.2,-,0.5,0.5,28.7,-,1.5,-,6.35,2019_2020
Ruben Loftus-Cheek,CFC,eng,24,M(CLR),191,88,2(5),205,-,1,-,-,0.6,90.2,0.3,-,-,0.3,0.3,-,0.3,0.3,0.1,-,0.1,0.6,0.4,-,0.6,0.3,18.9,-,0.7,0.1,6.31,2019_2020
Faustino Anjorin,CFC,,18,Midfielder,185,73,0(1),19,-,-,-,-,1,100,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,7,-,-,-,6.16,2019_2020
Michy Batshuayi,CFC,be,27,FW,184,74,1(15),226,1,1,-,-,0.9,82.1,0.4,-,0.3,-,0.3,-,0.1,0.3,0.1,-,0.2,0.3,0.3,0.4,0.3,0.8,4.9,-,-,-,6.10,2019_2020
Armando Broja,CFC,,19,Forward,191,0,0(1),4,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,6.02,2019_2020
Eden Hazard,CFC,be,29,"M(CLR),FW",175,74,32(5),2926,16,15,2,-,2.5,84.3,0.5,14,0.4,0.4,0.3,-,0.1,0.3,-,-,2.6,3.7,2.8,0.3,2.3,2.4,49.2,0.9,2.7,0.3,7.81,2018_2019
Marcos Alonso,CFC,es,29,"D(CL),M(L)",188,84,31,2761,2,4,6,-,1.5,85,2.1,2,2.4,1.3,0.9,0.2,2.8,0.8,0.1,-,1.1,0.5,1.2,0.1,0.9,1,60.7,0.3,1.4,-,7.18,2018_2019
David Luiz,CFC,br,33,"D(C),DMC",189,84,36,3239,3,2,3,-,0.9,88,2.3,-,1.1,1,0.9,0.7,4,0.2,0.5,-,0.6,0.3,0.8,-,0.1,0.4,72.8,-,6,0.3,7.08,2018_2019
Willian,CFC,br,32,AM(CLR),175,77,26(6),2109,3,6,2,-,1.9,85.7,0.3,2,1.1,0.4,0.4,-,0.3,0.5,-,-,2.5,1.2,1,0.3,1.2,1.6,38.4,1.2,1.2,0.1,7.06,2018_2019
César Azpilicueta,CFC,es,31,"D(CLR),M(R)",178,76,38,3403,1,5,4,-,0.4,87,1.8,1,2.8,1.1,1,0.4,2,0.8,0.4,-,0.7,0.3,0.4,0.1,0.2,0.9,65.3,0.6,1.3,0.1,7.01,2018_2019
Pedro,CFC,es,33,M(CLR),169,65,21(10),1781,8,2,2,-,1.8,86.5,0.3,5,0.9,0.6,0.5,-,0.3,0.8,0.1,-,0.9,1.4,0.8,0.3,1.1,1,34.4,0.3,1.2,0.1,6.97,2018_2019
N'Golo Kanté,CFC,fr,29,DMC,168,68,36,3096,4,4,3,-,0.8,87.9,0.8,1,2.1,1.2,1,-,0.7,1.2,0.2,-,1.3,0.9,0.4,0.2,1.5,1.6,56.2,0.2,1,0.1,6.93,2018_2019
Gonzalo Higuaín,CFC,ar,32,FW,186,89,13(1),1092,5,-,-,-,3.3,77.2,0.5,-,0.7,0.1,0.4,-,0.4,0.6,-,-,1.1,0.6,0.1,0.8,1.4,1.4,22.6,-,0.9,-,6.89,2018_2019
Jorginho,CFC,it,28,DMC,180,65,37,3165,2,-,8,-,0.5,89.3,0.4,-,2.1,1.7,0.9,-,0.9,1.4,0.2,-,0.8,0.4,0.6,-,0.8,0.9,84.3,-,2.5,0.4,6.88,2018_2019
Ruben Loftus-Cheek,CFC,eng,24,M(CLR),191,88,6(18),985,6,2,-,-,1.2,87.9,0.9,1,0.8,0.5,0.4,-,0.2,0.4,0.2,-,0.7,1.7,1,0.1,1,1,25.4,-,0.5,-,6.85,2018_2019
Willy Caballero,CFC,ar,39,GK,186,81,2,180,-,-,-,-,-,77.8,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,27,-,7.5,-,6.83,2018_2019
Antonio Rüdiger,CFC,de,27,D(CR),190,85,33,2874,1,-,7,-,0.8,91.5,2.5,-,1,1,0.8,0.6,2.9,0.4,0.2,-,0.2,0.1,0.5,-,0.3,0.2,76.9,-,4.5,0.1,6.78,2018_2019
Andreas Christensen,CFC,dk,24,"D(C),DMC",188,78,6(2),615,-,-,1,-,-,92.8,2.3,-,1.3,0.5,1,0.4,3.4,0.4,0.3,-,-,0.1,0.4,-,-,0.4,57.3,-,1.1,-,6.73,2018_2019
Ross Barkley,CFC,eng,26,M(CLR),189,76,13(14),1243,3,5,1,-,1.5,91.2,0.7,1,0.6,0.3,0.5,-,0.5,0.4,-,-,0.8,0.6,1,-,1.2,0.7,35.3,-,1.5,0.1,6.65,2018_2019
Mateo Kovacic,CFC,hr,26,M(CL),178,78,21(11),1745,-,2,3,-,0.9,92,0.3,-,1.4,0.3,0.6,-,0.6,0.8,0.1,-,0.8,1.3,1,-,1.2,0.8,45.9,-,0.9,0.2,6.65,2018_2019
Callum Hudson-Odoi,CFC,eng,19,AM(LR),182,76,4(6),391,-,1,-,-,0.6,86,0.2,-,0.8,0.3,0.1,-,-,0.2,-,-,0.9,1.2,0.6,0.3,0.7,1.1,20.7,0.6,0.4,-,6.65,2018_2019
Kepa Arrizabalaga,CFC,es,26,GK,189,84,36,3240,-,-,2,-,-,85.4,0.2,1,-,-,-,-,0.4,-,-,-,-,-,0.1,-,-,-,27.9,-,5.2,-,6.63,2018_2019
Emerson,CFC,it,26,"D(L),M(L)",176,63,7(3),660,-,-,-,-,0.5,89.9,0.5,-,1.4,0.8,0.8,0.2,0.8,0.4,0.1,-,0.5,1,0.6,-,0.9,0.8,43.6,0.3,0.6,0.1,6.59,2018_2019
Álvaro Morata,CFC,es,28,"AM(L),FW",190,84,11(5),943,5,-,3,-,2.2,76.9,1.1,-,0.5,-,1.2,-,0.4,0.4,0.1,-,0.4,0.4,1,1.3,1.4,1.8,14.3,-,0.3,-,6.56,2018_2019
Olivier Giroud,CFC,fr,34,FW,192,93,7(20),834,2,4,1,-,1.2,68.2,1.4,-,0.1,0.1,0.4,-,0.2,0.1,-,-,0.7,0.1,0.2,0.2,0.2,0.8,9.7,-,0.2,-,6.43,2018_2019
Davide Zappacosta,CFC,it,28,"D(R),M(LR)",185,70,1(3),125,-,-,-,-,0.5,80,0.8,-,-,0.8,0.5,-,1,0.3,-,-,0.3,0.5,0.3,-,0.5,0.5,18.8,-,0.5,-,6.39,2018_2019
Cesc Fàbregas,CFC,es,33,"M(CL),FW",180,77,1(5),176,-,-,1,-,0.2,86.5,0.3,-,1,0.2,0.2,-,-,0.7,0.2,-,0.5,-,0.5,-,0.3,0.3,32.2,-,1.3,0.5,6.28,2018_2019
Gary Cahill,CFC,eng,34,D(C),193,86,0(2),22,-,-,-,-,-,88.9,0.5,-,-,-,-,0.5,0.5,-,-,-,-,-,-,-,-,-,9,-,-,-,6.12,2018_2019
Victor Moses,CFC,ng,29,M(CLR),177,79,0(2),26,-,-,-,-,-,76.9,-,-,-,-,0.5,-,-,-,-,-,0.5,-,0.5,-,1,0.5,6.5,-,-,-,5.96,2018_2019
Eden Hazard,CFC,be,29,"M(CLR),FW",175,74,28(6),2433,12,4,2,-,2.1,83.6,0.2,9,0.2,0.1,0.4,-,-,0.5,-,-,2.5,4.9,2.4,0.5,2.3,1.9,40.3,0.4,3,0.1,7.69,2017_2018
N'Golo Kanté,CFC,fr,29,DMC,168,68,34,2998,1,1,3,-,0.7,89.3,0.5,1,3.3,2.5,1.2,-,0.8,1.7,0.1,-,1.2,1.4,0.4,-,1.2,1.3,63.3,0.1,2.6,0.1,7.25,2017_2018
César Azpilicueta,CFC,es,31,"D(CLR),M(R)",178,76,37,3330,2,6,1,-,0.4,86.7,2.2,1,2.2,1.5,0.7,0.4,3.2,0.7,0.6,1,0.8,0.2,0.4,-,0.2,0.4,74.6,0.4,3.4,0.2,7.18,2017_2018
Marcos Alonso,CFC,es,29,"D(CL),M(L)",188,84,33,2860,7,2,6,-,2,79.4,1.8,3,1.5,1.4,0.8,0.1,1.8,0.6,0.2,-,1,0.5,0.9,0.2,0.7,1.3,40.8,0.5,1.2,-,7.13,2017_2018
Cesc Fàbregas,CFC,es,33,"M(CL),FW",180,77,25(7),2309,2,4,4,1,1.2,83.5,0.3,3,2.1,0.7,0.8,-,0.7,1.6,0.1,-,2.8,0.6,0.7,0.2,0.8,0.7,68.4,1.3,4,0.3,7.10,2017_2018
Willian,CFC,br,32,AM(CLR),175,77,20(16),1883,6,7,1,-,1.5,80.2,0.3,4,0.6,0.3,0.3,-,0.3,0.4,-,-,1.7,1.9,1,0.1,0.9,1.6,25.7,0.6,1.1,0.1,7.01,2017_2018
Álvaro Morata,CFC,es,28,"AM(L),FW",190,84,24(7),2067,11,6,7,-,2.5,73.3,1.7,1,0.4,0.2,1.3,-,0.6,0.6,0.1,-,1.1,1,1.4,0.9,1.9,2.5,18.6,-,0.8,-,6.94,2017_2018
Antonio Rüdiger,CFC,de,27,D(CR),190,85,25(2),2336,2,1,4,-,0.6,89.5,2.2,1,1.1,0.9,1,0.4,3.7,0.6,0.6,-,0.1,0.3,0.5,0.1,0.6,0.5,63.3,-,3.8,-,6.92,2017_2018
Victor Moses,CFC,ng,29,M(CLR),177,79,25(3),2119,3,3,3,-,1.3,76.6,1,1,1.3,0.5,0.8,-,1.1,0.4,0.1,-,0.7,1.1,1,0.3,0.7,0.7,29.8,0.7,0.9,-,6.90,2017_2018
Tiemoué Bakayoko,CFC,fr,26,DMC,185,77,24(5),2126,2,2,3,1,1.4,86.2,1.4,1,2.2,1.3,1.7,-,1.2,1.1,0.2,-,0.6,1.2,0.8,0.1,0.9,1.4,38.2,-,1.5,-,6.87,2017_2018
Gary Cahill,CFC,eng,34,D(C),193,86,24(3),2084,-,-,1,1,0.4,89,3.4,-,1.1,1,0.6,0.4,4.6,0.4,0.5,-,0.1,0.1,0.6,-,0.1,0.3,49.3,-,1.7,-,6.87,2017_2018
David Luiz,CFC,br,33,"D(C),DMC",189,84,9(1),839,1,-,4,1,1.1,85.4,1.7,-,1.8,2.4,1.2,0.1,4.1,1,0.5,-,0.1,0.3,1.5,-,0.4,0.7,49.2,-,4,-,6.85,2017_2018
Andreas Christensen,CFC,dk,24,"D(C),DMC",188,78,23(4),2071,-,-,-,-,0.4,93.4,2.1,-,1,1.4,0.3,0.4,3.9,0.2,0.6,-,0.1,0.2,0.5,-,-,0.3,50,-,2.3,-,6.80,2017_2018
Olivier Giroud,CFC,fr,34,FW,192,93,6(7),610,3,1,-,-,2.3,64.4,3.5,1,0.3,0.1,0.5,-,0.4,0.2,-,-,1,0.2,0.5,0.2,0.7,1.8,18.4,-,0.3,0.1,6.78,2017_2018
Pedro,CFC,es,33,M(CLR),169,65,17(14),1524,4,2,1,-,1.8,83,-,-,0.6,0.4,0.3,-,0.2,0.4,-,-,0.8,1.1,0.6,0.5,0.8,1.3,21.1,0.3,0.9,-,6.66,2017_2018
Willy Caballero,CFC,ar,39,GK,186,81,3,270,-,-,-,-,-,69.3,0.7,-,-,-,-,-,1.7,-,-,-,-,-,-,-,-,-,29.3,-,5.7,-,6.65,2017_2018
Emerson,CFC,it,26,"D(L),M(L)",176,63,3(2),279,-,1,-,-,0.4,80.2,0.6,-,1.2,0.4,0.6,-,1.8,-,-,-,0.2,1,1,-,0.4,0.8,26.2,0.4,0.8,-,6.64,2017_2018
Thibaut Courtois,CFC,be,28,GK,199,96,35,3150,-,-,2,-,-,70.4,0.1,-,-,-,0.1,-,0.5,-,-,-,-,-,0.1,-,-,-,28.1,-,5.4,-,6.63,2017_2018
Davide Zappacosta,CFC,it,28,"D(R),M(LR)",185,70,12(10),1096,1,1,-,-,1.1,84.9,0.6,-,1.2,0.3,0.3,0.1,0.9,0.6,0.1,-,0.6,0.6,0.5,0.2,0.8,1,20.2,0.8,0.3,-,6.61,2017_2018
Daniel Drinkwater,CFC,eng,30,DMC,178,79,5(7),522,1,-,-,-,0.5,86,-,-,1.3,0.7,0.8,-,0.6,1.2,0.2,-,0.4,0.3,0.3,-,0.2,0.3,32.1,-,1.3,0.2,6.48,2017_2018
Michy Batshuayi,CFC,be,27,FW,184,74,3(9),353,2,1,-,-,1.1,69.1,0.6,-,0.4,0.1,0.3,-,0.3,0.2,-,1,0.1,0.4,0.3,0.5,0.8,1.3,8.1,-,-,-,6.38,2017_2018
Callum Hudson-Odoi,CFC,eng,19,AM(LR),182,76,0(2),27,-,-,-,-,1,75,-,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,2,8,-,0.5,-,6.38,2017_2018
Ross Barkley,CFC,eng,26,M(CLR),189,76,2,131,-,-,-,-,1,76,1,-,-,-,0.5,-,0.5,0.5,0.5,-,1,2.5,0.5,-,1.5,1,25,0.5,0.5,-,6.37,2017_2018
Charly Musonda,CFC,be,24,AM(LR),173,66,0(3),35,-,1,-,-,0.7,83.3,0.3,-,0.3,-,1,-,-,-,-,-,0.3,0.3,0.3,-,1,0.3,6,-,0.3,0.3,6.34,2017_2018
Ethan Ampadu,CFC,wls,20,"D(C),DMC",183,78,0(1),10,-,-,-,-,-,100,1,-,1,-,-,-,2,-,-,-,-,-,-,-,-,-,19,-,1,-,6.23,2017_2018
Jeremie Boga,CFC,ci,23,"AM(CLR),FW",172,68,1,18,-,-,-,-,-,100,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,6.03,2017_2018
Eden Hazard,CFC,be,29,"M(CLR),FW",175,74,36,3007,16,5,3,-,2.1,84.2,0.6,13,0.5,0.8,0.5,-,0.1,0.4,-,-,2.4,4,2.8,0.2,1.7,2,48.6,0.5,3.2,0.1,7.81,2016_2017
Marcos Alonso,CFC,es,29,"D(CL),M(L)",188,84,30(1),2694,6,3,2,-,1.5,77.8,2.4,1,1.9,1.5,0.8,0.1,2.5,0.8,0.2,-,0.8,0.7,0.6,0.1,1,1.2,40.3,0.5,1.7,0.1,7.41,2016_2017
Diego Costa,CFC,es,32,FW,188,83,35,3090,20,7,10,-,3.2,75.2,1.3,5,0.5,0.2,1.2,-,1.1,0.5,0.1,-,1.2,1.6,2.6,0.7,3.4,3.1,29.5,-,0.8,0.2,7.41,2016_2017
N'Golo Kanté,CFC,fr,29,DMC,168,68,35,3139,1,1,9,-,0.8,88.8,0.5,1,3.6,2.4,1.5,0.1,1.2,1.3,0.1,-,0.6,1,0.4,-,0.8,1.3,60.6,-,3.9,0.1,7.23,2016_2017
Victor Moses,CFC,ng,29,M(CLR),177,79,29(5),2498,3,2,4,-,1.3,79.2,1,-,1.4,1.2,0.8,0.1,1.4,0.6,0.2,-,0.8,1.6,0.9,0.1,0.9,0.5,29.7,0.5,0.9,-,7.22,2016_2017
