Name,Position,Team,Salary,Season
Bernd Leno,Goalkeeper,AFC,"£5,200,000",2019_2020
Granit Xhaka,Midfielder,AFC,"£5,200,000",2019_2020
Marcos Alonso,Defender,CFC,"£5,200,000",2019_2020
Danny Drinkwater (on loan from ),Midfielder,CFC,"£5,200,000",2019_2020
Mateo Kovacic,Midfielder,CFC,"£5,200,000",2019_2020
Antonio Rudiger,Defender,CFC,"£5,200,000",2019_2020
Mamadou Sakho,Defender,CP,"£5,200,000",2019_2020
Wilfried Zaha (on loan from ),Forward,CP,"£5,200,000",2019_2020
Morgan Schneiderlin,Midfielder,EFC,"£5,200,000",2019_2020
Gylfi Sigurdsson,Midfielder,EFC,"£5,200,000",2019_2020
Dejan Lovren,Defender,LFC,"£5,200,000",2019_2020
Sadio Mane,Forward,LFC,"£5,200,000",2019_2020
Fabinho Tavares,Midfielder,LFC,"£5,200,000",2019_2020
John Stones,Defender,MCFC,"£5,200,000",2019_2020
Dele Alli,Midfielder,THFC,"£5,200,000",2019_2020
Hugo Lloris,Goalkeeper,THFC,"£5,200,000",2019_2020
Jack Wilshere,Midfielder,WHUFC,"£5,200,000",2019_2020
Rui Patricio,Goalkeeper,WWFC,"£5,200,000",2019_2020
Sokratis Papastathopoulos,Defender,AFC,"£4,784,000",2019_2020
Ross Barkley,Midfielder,CFC,"£4,766,667",2019_2020
Reece James,Defender,CFC,"£4,766,667",2019_2020
Gabriel Martinelli,Forward,AFC,"£4,680,000",2019_2020
Shkodran Mustafi,Defender,AFC,"£4,680,000",2019_2020
Michy Batshuayi,Forward,CFC,"£4,680,000",2019_2020
Richarlison de Andrade,Forward,EFC,"£4,680,000",2019_2020
Lucas Digne,Defender,EFC,"£4,680,000",2019_2020
Alisson Becker,Goalkeeper,LFC,"£4,680,000",2019_2020
Gabriel Jesus,Forward,MCFC,"£4,680,000",2019_2020
Benjamin Mendy,Defender,MCFC,"£4,680,000",2019_2020
Leroy Sane,Forward,MCFC,"£4,680,000",2019_2020
Aaron Wan-Bissaka,Defender,MUFC,"£4,680,000",2019_2020
Wilfried Bony,Forward,SCAFC,"£4,680,000",2019_2020
Leander Dendoncker,Midfielder,WWFC,"£4,680,000",2019_2020
Jan Vertonghen,Defender,THFC,"£4,628,000",2019_2020
Mason Mount,Midfielder,CFC,"£4,600,000",2019_2020
Theo Walcott,Forward,EFC,"£4,550,000",2019_2020
Felipe Anderson,Midfielder,WHUFC,"£4,420,000",2019_2020
Kieran Tierney,Defender,AFC,"£4,200,000",2019_2020
Andreas Christensen,Defender,CFC,"£4,160,000",2019_2020
Fabian Delph,Midfielder,EFC,"£4,160,000",2019_2020
Jonny Evans,Defender,LC,"£4,160,000",2019_2020
Adrien Silva,Midfielder,LC,"£4,160,000",2019_2020
Xherdan Shaqiri,Midfielder,LFC,"£4,160,000",2019_2020
Claudio Bravo,Goalkeeper,MCFC,"£4,160,000",2019_2020
Joao Cancelo,Defender,MCFC,"£4,160,000",2019_2020
Eric Bailly,Defender,MUFC,"£4,160,000",2019_2020
Marcos Rojo,Defender,MUFC,"£4,160,000",2019_2020
Saido Berahino,Forward,SCFC,"£4,160,000",2019_2020
Erik Lamela,Midfielder,THFC,"£4,160,000",2019_2020
Lucas Moura,Midfielder,THFC,"£4,160,000",2019_2020
Moussa Sissoko,Midfielder,THFC,"£4,160,000",2019_2020
Lucas Torreira,Midfielder,AFC,"£3,900,000",2019_2020
Onyinye Ndidi,Midfielder,LC,"£3,900,000",2019_2020
Georginio Wijnaldum,Midfielder,LFC,"£3,900,000",2019_2020
Phil Jones,Defender,MUFC,"£3,900,000",2019_2020
Jesse Lingard,Forward,MUFC,"£3,900,000",2019_2020
Andy Carroll,Forward,NUFC,"£3,900,000",2019_2020
Danny Ings,Forward,SFC,"£3,900,000",2019_2020
Pablo Zabaleta,Defender,WHUFC,"£3,900,000",2019_2020
Seamus Coleman,Defender,EFC,"£3,640,000",2019_2020
Ricardo Pereira,Defender,LC,"£3,640,000",2019_2020
Nathaniel Clyne,Defender,LFC,"£3,640,000",2019_2020
Sergio Romero,Goalkeeper,MUFC,"£3,640,000",2019_2020
Jonjo Shelvey,Midfielder,NUFC,"£3,640,000",2019_2020
Ryan Bertrand,Defender,SFC,"£3,640,000",2019_2020
Kevin Wimmer,Defender,SCFC,"£3,640,000",2019_2020
Serge Aurier,Defender,THFC,"£3,640,000",2019_2020
Giovani Lo Celso,Midfielder,THFC,"£3,640,000",2019_2020
Abdoulaye Doucouré,Midfielder,WAT,"£3,640,000",2019_2020
Andre Gray,Forward,WAT,"£3,640,000",2019_2020
Charlie Austin,Forward,WBAFC,"£3,640,000",2019_2020
Michail Antonio,Midfielder,WHUFC,"£3,640,000",2019_2020
Manuel Lanzini,Midfielder,WHUFC,"£3,640,000",2019_2020
Angelo Ogbonna,Defender,WHUFC,"£3,640,000",2019_2020
Emerson Palmieri,Defender,CFC,"£3,510,000",2019_2020
Andre-Frank Zambo Anguissa,Midfielder,FFC,"£3,484,000",2019_2020
Issa Diop,Defender,WHUFC,"£3,484,000",2019_2020
Gary Cahill,Defender,CP,"£3,380,000",2019_2020
Cheikhou Kouyate,Midfielder,CP,"£3,380,000",2019_2020
Leighton Baines,Defender,EFC,"£3,380,000",2019_2020
Jean Michael Seri,Midfielder,FFC,"£3,380,000",2019_2020
Ben Chilwell,Defender,LC,"£3,380,000",2019_2020
Ederson Moraes,Goalkeeper,MCFC,"£3,380,000",2019_2020
Sofiane Boufal,Midfielder,SFC,"£3,380,000",2019_2020
Oriol Romeu,Midfielder,SFC,"£3,380,000",2019_2020
Cedric Soares,Defender,SFC,"£3,380,000",2019_2020
Eric Maxim Choupo-Moting,Midfielder,SCFC,"£3,380,000",2019_2020
Davinson Sanchez,Defender,THFC,"£3,380,000",2019_2020
Troy Deeney,Forward,WAT,"£3,380,000",2019_2020
Lukasz Fabianski,Goalkeeper,WHUFC,"£3,380,000",2019_2020
Patrick Cutrone,Forward,WWFC,"£3,272,000",2019_2020
Shane Long,Forward,SFC,"£3,210,000",2019_2020
Callum Wilson,Forward,BOU,"£3,120,000",2019_2020
Scott Dann,Defender,CP,"£3,120,000",2019_2020
Vicente Guaita,Goalkeeper,CP,"£3,120,000",2019_2020
Connor Wickham,Forward,CP,"£3,120,000",2019_2020
Michael Keane,Defender,EFC,"£3,120,000",2019_2020
Cenk Tosun,Forward,EFC,"£3,120,000",2019_2020
Aleksandar Mitrovic,Forward,FFC,"£3,120,000",2019_2020
Kelechi Iheanacho,Forward,LC,"£3,120,000",2019_2020
Wes Morgan,Defender,LC,"£3,120,000",2019_2020
Nathan Redmond,Midfielder,SFC,"£3,120,000",2019_2020
Jannik Vestergaard,Defender,SFC,"£3,120,000",2019_2020
Bruno Martins Indi,Defender,SCFC,"£3,120,000",2019_2020
Ben Davies,Defender,THFC,"£3,120,000",2019_2020
Eric Dier,Midfielder,THFC,"£3,120,000",2019_2020
Danny Rose,Defender,THFC,"£3,120,000",2019_2020
Gerard Deulofeu,Forward,WAT,"£3,120,000",2019_2020
Nacer Chadli,Midfielder,WBAFC,"£3,120,000",2019_2020
Daniel Podence,Forward,WWFC,"£3,120,000",2019_2020
Adam Lallana,Midfielder,LFC,"£3,042,000",2019_2020
Tammy Abraham,Forward,CFC,"£3,000,000",2019_2020
Pedro Rodríguez Ledesma,Midfielder,CFC,"£3,000,000",2019_2020
Jeffrey Schlupp,Defender,CP,"£2,912,000",2019_2020
Bjorn Engels,Defender,AVFC,"£2,860,000",2019_2020
Ben Mee,Defender,BFC,"£2,860,000",2019_2020
James McArthur,Midfielder,CP,"£2,860,000",2019_2020
Luka Milivojevic,Midfielder,CP,"£2,860,000",2019_2020
Jairo Riedewald,Defender,CP,"£2,860,000",2019_2020
Andros Townsend,Forward,CP,"£2,860,000",2019_2020
Patrick Van Aanholt,Defender,CP,"£2,860,000",2019_2020
Oumar Niasse,Forward,EFC,"£2,860,000",2019_2020
Demarai Gray,Forward,LC,"£2,860,000",2019_2020
Vicente Iborra,Midfielder,LC,"£2,860,000",2019_2020
James Maddison,Midfielder,LC,"£2,860,000",2019_2020
Moussa Djenepo,Forward,SFC,"£2,860,000",2019_2020
Ryan Shawcross,Defender,SCFC,"£2,860,000",2019_2020
Kieran Gibbs,Defender,WBAFC,"£2,860,000",2019_2020
Conor Coady,Defender,WWFC,"£2,860,000",2019_2020
Ruben Loftus-Cheek,Forward,CFC,"£2,808,000",2019_2020
Yoshinori Muto,Forward,NUFC,"£2,808,000",2019_2020
Moise Kean,Forward,EFC,"£2,765,000",2019_2020
Dani Ceballos,Midfielder,AFC,"£2,700,000",2019_2020
Jefferson Lerma,Midfielder,BOU,"£2,600,000",2019_2020
Calum Chambers,Defender,AFC,"£2,600,000",2019_2020
Pascal Gross,Midfielder,BHA,"£2,600,000",2019_2020
Alireza Jahanbakhsh,Forward,BHA,"£2,600,000",2019_2020
Martin Montoya,Defender,BHA,"£2,600,000",2019_2020
James Tarkowski,Defender,BFC,"£2,600,000",2019_2020
Chris Wood,Forward,BFC,"£2,600,000",2019_2020
James McCarthy,Midfielder,CP,"£2,600,000",2019_2020
James Tomkins,Defender,CP,"£2,600,000",2019_2020
Alex Iwobi,Forward,EFC,"£2,600,000",2019_2020
Christian Fuchs,Defender,LC,"£2,600,000",2019_2020
Nampalys Mendy,Midfielder,LC,"£2,600,000",2019_2020
Andrew Robertson,Defender,LFC,"£2,600,000",2019_2020
Axel Tuanzebe,Defender,MUFC,"£2,600,000",2019_2020
Phil Jagielka,Defender,SUFC,"£2,600,000",2019_2020
Stuart Armstrong,Midfielder,SFC,"£2,600,000",2019_2020
Pierre-Emile Hojbjerg,Midfielder,SFC,"£2,600,000",2019_2020
Alex McCarthy,Goalkeeper,SFC,"£2,600,000",2019_2020
Maya Yoshida,Defender,SFC,"£2,600,000",2019_2020
Joe Allen,Midfielder,SCFC,"£2,600,000",2019_2020
Giannelli Imbula,Midfielder,SCFC,"£2,600,000",2019_2020
Sam Clucas,Midfielder,SCAFC,"£2,600,000",2019_2020
Harry Winks,Midfielder,THFC,"£2,600,000",2019_2020
Tom Cleverley,Midfielder,WAT,"£2,600,000",2019_2020
Aaron Cresswell,Defender,WHUFC,"£2,600,000",2019_2020
Mark Noble,Midfielder,WHUFC,"£2,600,000",2019_2020
Carlos Sanchez,Midfielder,WHUFC,"£2,600,000",2019_2020
Pedro Neto,Forward,WWFC,"£2,600,000",2019_2020
Ruben Neves,Midfielder,WWFC,"£2,600,000",2019_2020
Roque Mesa,Midfielder,SCAFC,"£2,548,000",2019_2020
Jack Stephens,Defender,SFC,"£2,496,000",2019_2020
Bojan Krkic,Midfielder,SCFC,"£2,496,000",2019_2020
Jake Livermore,Midfielder,WBAFC,"£2,392,000",2019_2020
Steve Cook,Defender,BOU,"£2,340,000",2019_2020
Joshua King,Forward,BOU,"£2,340,000",2019_2020
Lewis Dunk,Defender,BHA,"£2,340,000",2019_2020
Jose Izquierdo,Forward,BHA,"£2,340,000",2019_2020
Davy Propper,Midfielder,BHA,"£2,340,000",2019_2020
Steven Defour,Midfielder,BFC,"£2,340,000",2019_2020
Joe Hart,Goalkeeper,BFC,"£2,340,000",2019_2020
Fabricio Agosto Ramírez,Goalkeeper,FFC,"£2,340,000",2019_2020
Marc Albrighton,Midfielder,LC,"£2,340,000",2019_2020
Ayoze Perez,Forward,LC,"£2,340,000",2019_2020
Caglar Soyuncu,Defender,LC,"£2,340,000",2019_2020
Marlos Moreno,Forward,MCFC,"£2,340,000",2019_2020
Matteo Darmian,Defender,MUFC,"£2,340,000",2019_2020
Daniel James,Forward,MUFC,"£2,340,000",2019_2020
Matt Ritchie,Midfielder,NUFC,"£2,340,000",2019_2020
Gonzalez Baston,Forward,SCAFC,"£2,340,000",2019_2020
Daryl Janmaat,Defender,WAT,"£2,340,000",2019_2020
Roberto Pereyra,Midfielder,WAT,"£2,340,000",2019_2020
Sebastian Prodl,Defender,WAT,"£2,340,000",2019_2020
Diogo Jota,Forward,WWFC,"£2,340,000",2019_2020
James Ward-Prowse,Midfielder,SFC,"£2,253,333",2019_2020
Billy Gilmour,Midfielder,CFC,"£2,250,000",2019_2020
Federico Fernandez,Defender,NUFC,"£2,236,000",2019_2020
Adama Traore,Midfielder,WWFC,"£2,236,000",2019_2020
Miguel Almiron,Midfielder,NUFC,"£2,201,000",2019_2020
Tom Heaton,Goalkeeper,AVFC,"£2,184,000",2019_2020
Raul Jimenez,Forward,WWFC,"£2,144,000",2019_2020
Nathan Ake,Defender,BOU,"£2,080,000",2019_2020
Matteo Guendouzi,Midfielder,AFC,"£2,080,000",2019_2020
William Saliba,Defender,AFC,"£2,080,000",2019_2020
Frederic Guilbert,Defender,AVFC,"£2,080,000",2019_2020
Henri Lansbury,Midfielder,AVFC,"£2,080,000",2019_2020
Mbwana Samatta,Forward,AVFC,"£2,080,000",2019_2020
Shane Duffy,Defender,BHA,"£2,080,000",2019_2020
Ashley Barnes,Forward,BFC,"£2,080,000",2019_2020
Josh Brownhill,Midfielder,BFC,"£2,080,000",2019_2020
Ben Gibson,Defender,BFC,"£2,080,000",2019_2020
Kurt Zouma,Defender,CFC,"£2,080,000",2019_2020
Wayne Hennessey,Goalkeeper,CP,"£2,080,000",2019_2020
Tom Cairney,Midfielder,FFC,"£2,080,000",2019_2020
Tren Alexander-Arnold,Defender,LFC,"£2,080,000",2019_2020
Dwight Gayle,Forward,NUFC,"£2,080,000",2019_2020
Jamaal Lascelles,Defender,NUFC,"£2,080,000",2019_2020
Fabian Schar,Defender,NUFC,"£2,080,000",2019_2020
Ki Sung-yueng,Midfielder,NUFC,"£2,080,000",2019_2020
Angus Gunn,Goalkeeper,SFC,"£2,080,000",2019_2020
Étienne Capoue,Midfielder,WAT,"£2,080,000",2019_2020
Fabian Balbuena,Defender,WHUFC,"£2,080,000",2019_2020
Ryan Fredericks,Midfielder,WHUFC,"£2,080,000",2019_2020
Arthur Masuaku,Defender,WHUFC,"£2,080,000",2019_2020
Robert Snodgrass,Midfielder,WHUFC,"£2,080,000",2019_2020
Jack Cork,Midfielder,BFC,"£1,976,000",2019_2020
Martin Dubravka,Goalkeeper,NUFC,"£1,976,000",2019_2020
Florian Lejeune,Defender,NUFC,"£1,976,000",2019_2020
Jonny Castro,Defender,WWFC,"£1,907,000",2019_2020
Ainsley Maitland-Niles,Midfielder,AFC,"£1,820,000",2019_2020
Wesley Moraes,Forward,AVFC,"£1,820,000",2019_2020
Matt Targett,Defender,AVFC,"£1,820,000",2019_2020
Anthony Knockaert (on loan from ),Forward,BHA,"£1,820,000",2019_2020
Mathew Ryan,Goalkeeper,BHA,"£1,820,000",2019_2020
Robbie Brady,Midfielder,BFC,"£1,820,000",2019_2020
Jeff Hendrick,Midfielder,BFC,"£1,820,000",2019_2020
Aaron Lennon,Forward,BFC,"£1,820,000",2019_2020
Nick Pope,Goalkeeper,BFC,"£1,820,000",2019_2020
Jay Rodriguez,Forward,BFC,"£1,820,000",2019_2020
Matej Vydra,Forward,BFC,"£1,820,000",2019_2020
Willy Caballero,Goalkeeper,CFC,"£1,820,000",2019_2020
Joel Ward,Defender,CP,"£1,820,000",2019_2020
Cuco Martina,Defender,EFC,"£1,820,000",2019_2020
Marcus Bettinelli,Goalkeeper,FFC,"£1,820,000",2019_2020
Laurent Depoitre,Forward,HUD,"£1,820,000",2019_2020
Erik Durm,Defender,HUD,"£1,820,000",2019_2020
Terence Kongolo,Defender,HUD,"£1,820,000",2019_2020
Steve Mounie,Forward,HUD,"£1,820,000",2019_2020
Patrick Bamford,Forward,LUFC,"£1,820,000",2019_2020
Ciaran Clark,Defender,NUFC,"£1,820,000",2019_2020
Paul Dummett,Defender,NUFC,"£1,820,000",2019_2020
Javier Manquillo,Defender,NUFC,"£1,820,000",2019_2020
Henri Saivet,Midfielder,NUFC,"£1,820,000",2019_2020
Jack Butland,Goalkeeper,SCFC,"£1,820,000",2019_2020
Tom Carroll,Midfielder,SCAFC,"£1,820,000",2019_2020
Nathaniel Chalobah,Midfielder,WAT,"£1,820,000",2019_2020
Heurelho Gomes,Goalkeeper,WAT,"£1,820,000",2019_2020
Allan-Romeo Nyom,Defender,WBAFC,"£1,820,000",2019_2020
Youri Tielemans,Midfielder,LC,"£1,718,000",2019_2020
Mathias Jorgensen,Defender,HUD,"£1,716,000",2019_2020
Martin Olsson,Defender,SCAFC,"£1,716,000",2019_2020
Douglas Luiz,Midfielder,AVFC,"£1,709,396",2019_2020
Mahmoud Hassan,Forward,AVFC,"£1,690,000",2019_2020
Marvelous Nakamba,Midfielder,AVFC,"£1,690,000",2019_2020
Jordan Ayew,Forward,CP,"£1,690,000",2019_2020
Sam Johnstone,Goalkeeper,WBAFC,"£1,690,000",2019_2020
Kiko Casilla,Goalkeeper,LUFC,"£1,670,000",2019_2020
Ezequiel Schelotto,Defender,BHA,"£1,664,000",2019_2020
Alfie Mawson,Defender,FFC,"£1,664,000",2019_2020
Nathan Dyer,Midfielder,SCAFC,"£1,664,000",2019_2020
Ashley Westwood,Midfielder,BFC,"£1,612,000",2019_2020
Yuning Zhang,Forward,WBAFC,"£1,612,000",2019_2020
Anwar El Ghazi,Forward,AVFC,"£1,610,000",2019_2020
James Chester,Defender,AVFC,"£1,560,000",2019_2020
Conor Hourihane,Midfielder,AVFC,"£1,560,000",2019_2020
Solly March,Midfielder,BHA,"£1,560,000",2019_2020
Glenn Murray,Forward,BHA,"£1,560,000",2019_2020
Dale Stephens,Midfielder,BHA,"£1,560,000",2019_2020
Johann Berg Gudmundsson,Midfielder,BFC,"£1,560,000",2019_2020
Alex Smithies,Goalkeeper,CCFC,"£1,560,000",2019_2020
Joe Bryan,Defender,FFC,"£1,560,000",2019_2020
Adama Diakhaby,Forward,HUD,"£1,560,000",2019_2020
Alex Pritchard,Midfielder,HUD,"£1,560,000",2019_2020
Bartosz Kapustka,Midfielder,LC,"£1,560,000",2019_2020
Lee Grant,Goalkeeper,MUFC,"£1,560,000",2019_2020
Andreas Pereira,Midfielder,MUFC,"£1,560,000",2019_2020
Christian Atsu,Forward,NUFC,"£1,560,000",2019_2020
Deandre Yedlin,Defender,NUFC,"£1,560,000",2019_2020
Sam Byram,Defender,NCFC,"£1,560,000",2019_2020
Che Adams,Forward,SFC,"£1,560,000",2019_2020
Geoff Cameron,Defender,SCFC,"£1,560,000",2019_2020
Jefferson Montero,Midfielder,SCAFC,"£1,560,000",2019_2020
Ben Foster,Goalkeeper,WAT,"£1,560,000",2019_2020
Jose Holebas,Defender,WAT,"£1,560,000",2019_2020
Will Hughes,Midfielder,WAT,"£1,560,000",2019_2020
Christian Kabasele,Defender,WAT,"£1,560,000",2019_2020
Isaac Success,Forward,WAT,"£1,560,000",2019_2020
Oliver Burke,Forward,WBAFC,"£1,560,000",2019_2020
Hal Robson-Kanu,Forward,WBAFC,"£1,560,000",2019_2020
Ruben Vinagre,Defender,WWFC,"£1,560,000",2019_2020
Muhamed Besic (on loan from ),Midfielder,EFC,"£1,538,333",2019_2020
Junior Hoilett,Forward,CCFC,"£1,456,000",2019_2020
Jonas Lossl (on loan from ),Goalkeeper,EFC,"£1,456,000",2019_2020
Joe Gomez,Defender,LFC,"£1,456,000",2019_2020
Adam Masina,Defender,WAT,"£1,456,000",2019_2020
Marco van Ginkel,Midfielder,CFC,"£1,450,000",2019_2020
Tim Ream,Defender,FFC,"£1,404,000",2019_2020
Ramadan Sobhi,Forward,HUD,"£1,404,000",2019_2020
Ahmed Hegazy,Defender,WBAFC,"£1,378,000",2019_2020
Rob Holding,Defender,AFC,"£1,300,000",2019_2020
Ahmed Elmohamady,Midfielder,AVFC,"£1,300,000",2019_2020
Jose Ignacio Peleteiro Ramallo,Forward,AVFC,"£1,300,000",2019_2020
John McGinn,Midfielder,AVFC,"£1,300,000",2019_2020
Tyrone Mings,Defender,AVFC,"£1,300,000",2019_2020
Jota Peleteiro,Midfielder,AVFC,"£1,300,000",2019_2020
Yves Bissouma,Midfielder,BHA,"£1,300,000",2019_2020
Bernardo Fernandes da Silva Junior,Midfielder,BHA,"£1,300,000",2019_2020
Phil Bardsley,Defender,BFC,"£1,300,000",2019_2020
Matthew Lowton,Defender,BFC,"£1,300,000",2019_2020
Charlie Taylor,Defender,BFC,"£1,300,000",2019_2020
Sean Morrison,Defender,CCFC,"£1,300,000",2019_2020
Josh Murphy,Forward,CCFC,"£1,300,000",2019_2020
Isaiah Brown,Forward,CFC,"£1,300,000",2019_2020
Martin Kelly,Defender,CP,"£1,300,000",2019_2020
Tom Davies,Midfielder,EFC,"£1,300,000",2019_2020
Mason Holgate,Defender,EFC,"£1,300,000",2019_2020
Maxime le Marchand,Defender,FFC,"£1,300,000",2019_2020
Elias Kachunga,Forward,HUD,"£1,300,000",2019_2020
Christopher Schindler,Defender,HUD,"£1,300,000",2019_2020
Matty James,Midfielder,LC,"£1,300,000",2019_2020
Loris Karius,Goalkeeper,LFC,"£1,300,000",2019_2020
Diogo Dalot,Midfielder,MUFC,"£1,300,000",2019_2020
Karl Darlow,Goalkeeper,NUFC,"£1,300,000",2019_2020
Rob Elliot,Goalkeeper,NUFC,"£1,300,000",2019_2020
Jacob Murphy (on loan from ),Forward,NUFC,"£1,300,000",2019_2020
Grant Hanley,Defender,NCFC,"£1,300,000",2019_2020
Lys Mousset,Forward,SUFC,"£1,300,000",2019_2020
Kristoffer Nordfeldt,Goalkeeper,SCAFC,"£1,300,000",2019_2020
Kamil Grosicki,Forward,WBAFC,"£1,300,000",2019_2020
Joe Ralls,Midfielder,CCFC,"£1,275,000",2019_2020
Dominic Calvert-Lewin,Forward,EFC,"£1,248,000",2019_2020
Kevin Long,Defender,BFC,"£1,196,000",2019_2020
Florent Hadergjonaj,Defender,HUD,"£1,196,000",2019_2020
Jonathan Hogg,Midfielder,HUD,"£1,196,000",2019_2020
Eldin Jakupovic,Goalkeeper,LC,"£1,196,000",2019_2020
Craig Cathcart,Defender,WAT,"£1,195,000",2019_2020
Konstantinos Mavropanos,Defender,AFC,"£1,191,667",2019_2020
Callum Paterson,Defender,CCFC,"£1,170,000",2019_2020
Kevin McDonald,Midfielder,FFC,"£1,144,000",2019_2020
Isaac Hayden,Midfielder,NUFC,"£1,144,000",2019_2020
Romain Saiss,Midfielder,WWFC,"£1,144,000",2019_2020
Romain Saiss,Midfielder,WWFC,"£1,144,000",2019_2020
Emiliano Martinez,Goalkeeper,AFC,"£1,126,667",2019_2020
Juan Foyth,Defender,THFC,"£1,118,000",2019_2020
Daniel Amartey,Midfielder,LC,"£1,092,000",2019_2020
Gaetan Bong,Defender,BHA,"£1,050,000",2019_2020
Joe Willock,Midfielder,AFC,"£1,040,000",2019_2020
Orjan Nyland,Goalkeeper,AVFC,"£1,040,000",2019_2020
Cyrus Christie,Defender,FFC,"£1,040,000",2019_2020
Chris Lowe,Defender,HUD,"£1,040,000",2019_2020
Tommy Smith,Defender,HUD,"£1,040,000",2019_2020
Adam Forshaw,Midfielder,LUFC,"£1,040,000",2019_2020
Danny Ward,Goalkeeper,LC,"£1,040,000",2019_2020
Arijanet Anan Muriqi (on loan from ),Goalkeeper,MCFC,"£1,040,000",2019_2020
Oleksandr Zinchenko,Midfielder,MCFC,"£1,040,000",2019_2020
Tahith Chong,Forward,MUFC,"£1,040,000",2019_2020
Timm Klose,Defender,NCFC,"£1,040,000",2019_2020
Mario Vrancic,Midfielder,NCFC,"£1,040,000",2019_2020
Oliver McBurnie,Forward,SUFC,"£1,040,000",2019_2020
Michael Verrips,Goalkeeper,SUFC,"£1,040,000",2019_2020
Jan Bednarek,Defender,SFC,"£1,040,000",2019_2020
Erwin Mulder,Goalkeeper,SCAFC,"£1,040,000",2019_2020
Paulo Gazzaniga,Goalkeeper,THFC,"£1,040,000",2019_2020
Kyle Walker-Peters,Defender,THFC,"£1,040,000",2019_2020
Kiko Femenia,Defender,WAT,"£1,040,000",2019_2020
Matt Phillips,Midfielder,WBAFC,"£1,040,000",2019_2020
Ryan Bennett (on loan from ),Defender,WWFC,"£1,040,000",2019_2020
Leonardo Campana,Forward,WWFC,"£1,040,000",2019_2020
Joe Bennett,Defender,CCFC,"£1,015,000",2019_2020
Neil Etheridge,Goalkeeper,CCFC,"£1,015,000",2019_2020
Lee Tomlin,Forward,CCFC,"£988,000",2019_2020
Pablo Hernández,Midfielder,LUFC,"£988,000",2019_2020
Lee Peltier,Defender,CCFC,"£987,500",2019_2020
Matthew Connolly,Defender,CCFC,"£987,000",2019_2020
Greg Cunningham,Defender,CCFC,"£987,000",2019_2020
Darnell Furlong,Defender,WBAFC,"£962,000",2019_2020
Nathaniel Mendez-Laing,Forward,CCFC,"£961,667",2019_2020
Danny Ward,Forward,CCFC,"£960,000",2019_2020
Leon Balogun,Defender,BHA,"£950,000",2019_2020
Abdelhamid Sabiri,Midfielder,HUD,"£936,000",2019_2020
Rajiv van La Parra,Midfielder,HUD,"£936,000",2019_2020
Sam McQueen,Midfielder,SFC,"£936,000",2019_2020
Adalberto Peñaranda,Forward,WAT,"£936,000",2019_2020
Scott Hogan (on loan from ),Forward,AVFC,"£910,000",2019_2020
Marco Stiepermann,Midfielder,NCFC,"£910,000",2019_2020
Juninho Bacuna,Midfielder,HUD,"£884,000",2019_2020
Michael McGovern,Goalkeeper,NCFC,"£884,000",2019_2020
Semi Ajayi,Defender,WBAFC,"£858,000",2019_2020
Philip Heise,Defender,NCFC,"£842,000",2019_2020
David Button,Goalkeeper,BHA,"£833,333",2019_2020
Jason Steele,Goalkeeper,BHA,"£833,333",2019_2020
Dan Burn,Defender,BHA,"£832,000",2019_2020
Collin Quaner,Forward,HUD,"£832,000",2019_2020
Cameron Carter-Vickers (on loan from ),Defender,THFC,"£832,000",2019_2020
Lovre Kalinic,Goalkeeper,AVFC,"£817,000",2019_2020
Jo Gorenc-Stankovic,Defender,HUD,"£780,000",2019_2020
Ezgjan Alioski,Midfielder,LUFC,"£780,000",2019_2020
Timothy Fosu-Mensah,Defender,MUFC,"£780,000",2019_2020
Tom Trybull,Midfielder,NCFC,"£780,000",2019_2020
Christoph Zimmermann,Defender,NCFC,"£780,000",2019_2020
Oliver Norwood,Midfielder,SUFC,"£780,000",2019_2020
Richard Stearman,Defender,SUFC,"£780,000",2019_2020
Fikayo Tomori,Defender,CFC,"£750,000",2019_2020
Sol Bamba,Defender,CCFC,"£728,000",2019_2020
Neeskens Kebano,Midfielder,FFC,"£700,000",2019_2020
Eunan O'Kane,Midfielder,LUFC,"£676,000",2019_2020
Alexander Tettey,Midfielder,NCFC,"£676,000",2019_2020
Ibrahima Cissé,Midfielder,FFC,"£650,000",2019_2020
Aboubakar Kamara,Forward,FFC,"£650,000",2019_2020
Romaine Sawyers,Midfielder,WBAFC,"£650,000",2019_2020
Ben Hamer,Goalkeeper,HUD,"£624,000",2019_2020
Jack Payne,Midfielder,HUD,"£624,000",2019_2020
Phil Foden,Midfielder,MCFC,"£624,000",2019_2020
Mortiz Leitner,Midfielder,NCFC,"£624,000",2019_2020
Billy Sharp,Forward,SUFC,"£624,000",2019_2020
Harrison Reed (on loan from ),Midfielder,SFC,"£624,000",2019_2020
Gary Madine,Forward,CCFC,"£546,000",2019_2020
Soufyan Ahannach,Forward,BHA,"£520,000",2019_2020
Stefan Johansen,Midfielder,FFC,"£520,000",2019_2020
Barry Douglas,Defender,LUFC,"£520,000",2019_2020
Harvey Barnes,Midfielder,LC,"£520,000",2019_2020
Rhian Brewster,Forward,LFC,"£520,000",2019_2020
Patrick Roberts (on loan from ),Midfielder,MCFC,"£520,000",2019_2020
Scott McTominay,Midfielder,MUFC,"£520,000",2019_2020
Kenny McLean,Midfielder,NCFC,"£520,000",2019_2020
Luke Freeman,Midfielder,SUFC,"£520,000",2019_2020
